,year,state,Humidity_mean,Pressure_mean,MaxTemp,WindGustSpeed,Rainfall
55,2014,Vic,62.69463271661476,1016.961595246669,22.83770019794863,40.87758654032102,1.6903521643433488
56,2014,WA,55.6720801658604,1017.1173572744017,24.381021394064888,39.36489288182447,1.822591822591821
57,2015,ACT,60.30344827586207,1018.7231034482751,20.755110497237563,37.07573632538569,1.7564493758668533
58,2015,NSW,62.61951983298539,1018.2964103253552,22.669393939393913,39.05905598243688,2.8123220821472263
59,2015,NT,38.971585701191565,1014.6221153846161,30.831530705774522,41.07004608294931,2.0067952249770418
60,2015,Qld,62.00910364145658,1015.9523296244802,27.974669450243628,37.004325883201155,3.615536723163835
61,2015,SA,52.65006915629322,1019.2786159169538,22.892567102546487,40.45617667356798,0.9800000000000014
62,2015,Tas,62.17286501377411,1015.7347107438023,18.232417582417582,41.94052558782849,1.4300275482093658
63,2015,Vic,62.41422722620266,1018.3006342100325,22.583112767940374,40.51529790660226,1.7335274229902211
64,2015,WA,55.20557851239669,1018.5342371323553,24.46150137741048,38.45183645183645,1.6621453287197208
65,2016,ACT,60.83379310344828,1016.0283746556477,21.02878787878788,38.7563025210084,2.2688888888888896
66,2016,NSW,62.1695900021925,1016.0973724295492,23.119947874899726,39.749945498146936,2.818150822302452
67,2016,NT,44.806807727690895,1013.1597516099353,30.75924563017479,39.68052930056711,2.0237037037037062
68,2016,Qld,62.82256894049347,1014.8397250361783,28.324312590448603,35.68272794662713,2.8665667166416764
69,2016,SA,56.045865184155666,1016.2065653075335,22.48317241379313,41.638445523941705,1.8543312543312522
70,2016,Tas,63.4172366621067,1011.5202185792347,18.592759562841525,43.19834710743802,2.327595628415302
71,2016,Vic,64.51787527930124,1015.4786043216445,22.09989337124573,41.340572746492406,2.1616633946100308
72,2016,WA,56.72141873278237,1016.7704963235291,23.19407713498622,40.05617198335645,2.0572418572418556
73,2017,ACT,60.91833810888252,1018.3766475644696,23.1779369627507,35.106628242074926,1.2075144508670512
74,2017,NSW,63.976113172541744,1017.576752273944,24.7677514792899,38.59428830462375,3.0180537772086944
75,2017,NT,43.48362235067437,1012.5426923076926,31.545192307692307,38.84496124031008,3.7495145631067976
76,2017,Qld,66.55950653120465,1014.2321997105647,28.77985507246377,36.68768328445748,4.764359351988217
77,2017,SA,55.2201166180758,1018.627601156069,24.69421128798843,36.02928257686676,1.1240875912408763
78,2017,Tas,63.1551724137931,1016.1769886363641,20.064265129682987,38.61849710982659,1.0922190201729103
79,2017,Vic,64.57725409836065,1017.7702269452451,23.872268301478545,37.1550079491256,2.046005809731291
80,2017,WA,55.9002849002849,1017.0493371212123,25.49914407988588,37.24641833810888,1.772285714285715
